Date et heure;Adresse MAC;Emplacement;Temperature;Consigne;Commande en pourcent
2020-01-09 23:47:32;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:34;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:36;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:38;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:40;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:42;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:44;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:46;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:48;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:50;b8:27:eb:ec:58:7b;Poste 11;39,2;39;8
2020-01-09 23:47:52;b8:27:eb:ec:58:7b;Poste 11;39,2;39;6
2020-01-09 23:47:54;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:47:56;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:47:58;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:00;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:02;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:04;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:06;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:08;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:10;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:12;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:14;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:16;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:18;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:20;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:22;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:24;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:26;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:28;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:30;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:32;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:34;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:36;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:38;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:40;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:42;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:44;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:46;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:48;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:50;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:52;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:54;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:48:56;b8:27:eb:ec:58:7b;Poste 11;38,8;39;8
2020-01-09 23:48:58;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:00;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:02;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:04;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:06;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:08;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:10;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:12;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:14;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:16;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:18;b8:27:eb:ec:58:7b;Poste 11;39;39;7
2020-01-09 23:49:20;b8:27:eb:ec:58:7b;Poste 11;38,8;39;9
2020-01-09 23:49:22;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:24;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:26;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:28;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:30;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:32;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:34;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:36;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:38;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:40;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:42;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:44;b8:27:eb:ec:58:7b;Poste 11;38,8;39;10
2020-01-09 23:49:46;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:48;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:49:50;b8:27:eb:ec:58:7b;Poste 11;38,8;39;10
2020-01-09 23:49:52;b8:27:eb:ec:58:7b;Poste 11;38,8;39;12
2020-01-09 23:49:54;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:49:56;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:49:58;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:00;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:02;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:04;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:06;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:08;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:10;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:12;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:14;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:16;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:18;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:20;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:22;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:50:24;b8:27:eb:ec:58:7b;Poste 11;39,2;39;8
2020-01-09 23:50:26;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:28;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:30;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:32;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:34;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:36;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:38;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:40;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:42;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:44;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:46;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:48;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:50;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:52;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:54;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:56;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:50:58;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:00;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:02;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:04;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:06;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:08;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:10;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:12;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:14;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:16;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:18;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:20;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:22;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:24;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:51:26;b8:27:eb:ec:58:7b;Poste 11;38,8;39;10
